,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
114,"Manchester City midfielder Ilka...

#Mancity #ManchesterCity #EPL #premierleague, #livematch, #livestream, #skysports, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arse...
https://t.co/alxUMr1Fyi",manchester city midfielder ilka mancity manchestercity epl premierleague livematch livestream skysports epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arse ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,196,20
115,#Tuchel makes nine changes £50m man replaces 27-year-old: #Chelsea predicted XI vs Aston Villa #epl #LFC #CFC #MANUTD https://t.co/XOJ5ACMmWb #astonvilla #chelseafc #epl #thomastuchel, tuchel makes nine changes 50m man replaces 27 year old chelsea predicted xi vs aston villa epl lfc cfc manutd astonvilla chelseafc epl thomastuchel,0.1,0.2,neutral,0.0,1.0,0.0,0.0,148,24
116,"Liverpool and Tottenham will have to she...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #epl...
https://t.co/jOVZD6ps0L",liverpool and tottenham will have to she premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal epl ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,200,22
117,"Liverpoo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #c...
https://t.co/3kc4z9s2Ys",liverpoo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,186,19
118,"🔵   #Chelsea fan with less than 1000 followers?  Follow me, Retweet this tweet, reply to this tweet, with 🔵🔵 and let's all follow you back 🤝🌏📲  https://t.co/WJZRjWfZgJ  #Chelseafollowtrain  #Cfc", chelsea fan with less than 1000 followers follow me retweet this tweet reply to this tweet with and let all follow you back chelseafollowtrain cfc,-0.08333333333333333,0.03333333333333333,positive,0.0,0.913,0.087,0.3182,147,25
119,The New York diary part 2. #madisonsquaregarden #chelsea #chelseamarket #manhattan #nyc #statueofliberty #statenisland #statenislandferry #ferie #highlane #lanterns #selfie #me #streetart #usa @ NYC https://t.co/o5UIGLBetQ,the new york diary part 2 madisonsquaregarden chelsea chelseamarket manhattan nyc statueofliberty statenisland statenislandferry ferie highlane lanterns selfie me streetart usa nyc ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,181,22
120,"Arsenal midfielder Granit Xhaka could be...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #ep...
https://t.co/1QmuXJU45Q",arsenal midfielder granit xhaka could be premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal ep ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,199,21
121,"Smallest Spy WiFi Camera,HD1080P Wireless Remote Camera, Portable Wireless IP Camera,Nanny Cam, Baby IXO0FFQ

https://t.co/5qRiSloT2g

#smash #instagood #bone #unisex #exo #newjob #chelsea #love #gooddog #helloproject #betting #drama #bad #argentina #didyouknow https://t.co/TSHXDAGKdj",smallest spy wifi camera hd1080p wireless remote camera portable wireless ip camera nanny cam baby ixo0ffq smash instagood bone unisex exo newjob chelsea love gooddog helloproject betting drama bad argentina didyouknow ,-0.09999999999999994,0.48888888888888893,positive,0.095,0.79,0.114,0.1779,219,31
122,"#Koulibaly #Challenges #Young #Senegal team-mate to #Stand up #Chelsea #Coulibaly #FootballNews #Qatar #SenegalVsNetherlands #SenegalVsQatar #SportsNews #Teammate #WorldCup #WorldCup2022 #fifaworldcup #worldcup #qatar #fifa #fifaworldcup2022 #football

https://t.co/Obk3lUOhqj", koulibaly challenges young senegal team mate to stand up chelsea coulibaly footballnews qatar senegalvsnetherlands senegalvsqatar sportsnews teammate worldcup worldcup2022 fifaworldcup worldcup qatar fifa fifaworldcup2022 football ,0.1,0.4,positive,0.0,0.949,0.051,0.0772,232,25
123,"😁🔵🔵🤩   There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/HZZq5NvW9I 🤝🔵  #Chelseafollowtrain   #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
124,Chelsea told possible signing could ‘Better than Lampard and Scholes’ #ChelseaFC #Chelsea #StamfordBridge #CFCLive https://t.co/y69XUwgEcJ,chelsea told possible signing could better than lampard and scholes chelseafc chelsea stamfordbridge cfclive ,0.25,0.75,positive,0.0,0.818,0.182,0.4404,109,14
125,"Liverpool forward Darwin Nunez ...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivesc...
https://t.co/Hhr66yWRZD",liverpool forward darwin nunez premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivesc ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,20
126,"West Ham remain interested in Cadiz stri...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplr...
https://t.co/kR0b0YtXJS",west ham remain interested in cadiz stri premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal eplr ,0.25,0.5,positive,0.0,0.886,0.114,0.4019,201,22
127,"Liverpo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #...
https://t.co/0RacPQXnrA",liverpo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,19
128,Chelsea have tabled there first bid for Declan Rice! €65 million is the tabled offer but will be rejected by west ham because it’s nowhere near their summer validation for him for the player! Chelsea will come back with second offer #Chelsea #TransferNews #CFC #TranferTalk,chelsea have tabled there first bid for declan rice 65 million is the tabled offer but will be rejected by west ham because it nowhere near their summer validation for him for the player chelsea will come back with second offer chelsea transfernews cfc tranfertalk,0.0875,0.18333333333333335,negative,0.092,0.908,0.0,-0.6652,264,45
129,"🔵🔵⚽️   There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/HZZq5NvW9I 🤝🔵  #Chelseafollowtrain   #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
130,"Masato Art Works UWVTYP1

https://t.co/4KbnAhO76L

#trading #pet #free #crew #traffic #walltapestry #ice #indian #lgbt #laptop #chelsea #money #weatheradvisory #winter #betting https://t.co/mKZXKnQvxj",masato art works uwvtyp1 trading pet free crew traffic walltapestry ice indian lgbt laptop chelsea money weatheradvisory winter betting ,0.4,0.8,positive,0.0,0.845,0.155,0.5106,136,19
131,"Imagine Chelsea signing Ronaldo cr7 and hazard decided to come back to Chelsea who will have the no 7 shirt ?????     
@FrankKhalidUK 
#Chelsea #RonaldoToChelsea #hazard https://t.co/nknRXrwEBw",imagine chelsea signing ronaldo cr7 and hazard decided to come back to chelsea who will have the no 7 shirt chelsea ronaldotochelsea hazard ,0.0,0.0,negative,0.095,0.905,0.0,-0.296,140,23
132,"Liverpoo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #c...
https://t.co/6qet7AAD2c",liverpoo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,186,19
133,"Celtic are not willing to sell Odsonne E...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #e...
https://t.co/VApZLz8H1I",celtic are not willing to sell odsonne premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal ,-0.125,0.75,neutral,0.0,1.0,0.0,0.0,194,21
134,"😁🔵🔵🤩   #Chelsea fan with less than 1000 followers?  Follow me, Retweet this tweet, reply to this tweet, with 💙💙 and let's all follow you back 🤝🌏📲  https://t.co/YaEuBCNtXo  #Chelseafollowtrain  #Cfc", chelsea fan with less than 1000 followers follow me retweet this tweet reply to this tweet with and let all follow you back chelseafollowtrain cfc,-0.08333333333333333,0.03333333333333333,positive,0.0,0.913,0.087,0.3182,147,25
135,"Ex-Liverpool striker Michael Ow...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescor...
https://t.co/4ACdHpJy1D",ex liverpool striker michael ow premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescor ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,188,21
136,"Goal of the Week
 Vote for AT...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #...
https://t.co/5yUHUYv9Pj",goal of the week vote for at premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal eplresults ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,195,22
137,"The Zynq Book: Embedded Processing with the Arm Cortex-A9 on the Xilinx Zynq-7000 All Programmable S UUMPXU3

https://t.co/8t4IQAF39Y

#offender #coach #teachers #vawx #vermont #violence #winner #bbnaija #dinosaurs #webplayer #chelsea #wisconsin #pack #york https://t.co/lsWdqrV3Wx",the zynq book embedded processing with the arm cortex a9 on the xilinx zynq 7000 all programmable uumpxu3 offender coach teachers vawx vermont violence winner bbnaija dinosaurs webplayer chelsea wisconsin pack york ,0.0,0.0,negative,0.168,0.736,0.096,-0.4215,215,32
138,Emma Hayes on beating Madrid! | Chelsea Women 2-0 Real Madrid #CFC #Chelsea #CFCOfficial #CFCVideo https://t.co/5CGNS4Ya4z,emma hayes on beating madrid chelsea women 2 0 real madrid cfc chelsea cfcofficial cfcvideo ,0.2,0.30000000000000004,negative,0.2,0.8,0.0,-0.4588,92,15
139,"Liverpool are reportedly plotting a move...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplr...
https://t.co/hIG0IR0DiH",liverpool are reportedly plotting move premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal eplr ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,199,20
140,"🚨Leased!🚨121 Webster Ave located in #Chelsea. Commercial Space w/37,169 sqft! Lease price $27/SqFt. Leased by Jeff  S &amp; Phaedra 

Where the Space Exhibit will take place! Coming to MA next month - Get your tickets @ https://t.co/J2tglA8iI1
*
*
#Chelsea #Chelsearealestate https://t.co/bPHTToTg9H", leased 121 webster ave located in chelsea commercial space 37 169 sqft lease price 27 sqft leased by jeff amp phaedra where the space exhibit will take place coming to ma next month get your tickets chelsea chelsearealestate ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,226,38
141,"Blonde College Bombshell Sucks And Fucks On Webcam
#Chelsea #Vegas https://t.co/BVmQ9deifg",blonde college bombshell sucks and fucks on webcam chelsea vegas ,-0.15,0.15,negative,0.412,0.588,0.0,-0.6808,65,10
142,A big result for @ChelseaFCW v Real Madrid @ChelseaWomenSG #Chelsea #ChampionsLeague 👏 https://t.co/xW4zTxMVef,a big result for real madrid chelsea championsleague ,0.1,0.2,neutral,0.0,1.0,0.0,0.0,53,8
143,Now Eden Hazard is a completely different conversation to the Manchester United reject! #Chelsea,now eden hazard is completely different conversation to the manchester united reject chelsea,0.0,0.6,neutral,0.164,0.667,0.17,0.0258,92,13
144,https://t.co/sJApv3Lspm #NYC #NewYork #NewYorkCity #FlatironBID #MadisonSquarePark #FifthAvenue #GramercyPark #Chelsea #MadisonSquare #NoMad #Thanksgiving #Stalkers #Sexism #SelfDefense #Women #Workout #MeToo #University #College - Essential Gifts - Women’s Self Defense, nyc newyork newyorkcity flatironbid madisonsquarepark fifthavenue gramercypark chelsea madisonsquare nomad thanksgiving stalkers sexism selfdefense women workout metoo university college essential gifts women self defense,0.0,0.3,positive,0.0,0.939,0.061,0.128,222,24
145,🙌🤩   #Chelseafollowtrain 🚂   ❗️❗️CONNECTING THE BEST FANBASE IN THE WORLD TOGETHER 🤝🤝 🌍  #Chelsea  #Cfc, chelseafollowtrain connecting the best fanbase in the world together chelsea cfc,1.0,0.3,positive,0.0,0.704,0.296,0.6369,81,11
146,"Liverpoo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #c...
https://t.co/DkUnyMmMdl",liverpoo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,186,19
147,"Manchester United ended the Premier Leag...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplr...
https://t.co/5N7NRf1ckI",manchester united ended the premier leag premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal eplr ,0.0,0.0,positive,0.0,0.877,0.123,0.4215,201,21
148,"Losses Pile Up in FTX Bankruptcy Turmoil

#Apple #Chelsea #Credit #English #Fenway #HK #Manchester 

https://t.co/wVbRf4yyn7",losses pile up in ftx bankruptcy turmoil apple chelsea credit english fenway hk manchester ,0.0,0.0,negative,0.277,0.585,0.138,-0.3818,91,14
149,Check out Dr Martens Women Flora Black Chelsea Boots Size US 8 UK 6 EU 39 https://t.co/p6bpXSLuP2 #eBay via @eBay #designer #boots #Chelsea #drmartens #flora,check out dr martens women flora black chelsea boots size us 8 uk 6 eu 39 ebay via designer boots chelsea drmartens flora,-0.16666666666666666,0.43333333333333335,neutral,0.0,1.0,0.0,0.0,121,23
150,Do you have any plans for #Thanksgiving? @LibertyInnNY gives you the freedom to enjoy your #holiday in the most #romantic way possible. 👩‍❤️‍💋‍👨 The best short stay hotel in #NYC for couples 😍 https://t.co/B29JWRH4ap 😍 Rooms with jacuzzi available #libertyinnnyc #chelsea #love https://t.co/ljGZkj6mS0,do you have any plans for thanksgiving gives you the freedom to enjoy your holiday in the most romantic way possible the best short stay hotel in nyc for couples rooms with jacuzzi available libertyinnnyc chelsea love ,0.35,0.5125,positive,0.0,0.591,0.409,0.9701,218,37
151,"Rafael Leão from the forward perspective is still on the radar and if there’s no deal signed with Milan, it will allow #Chelsea to move on that and naturally supply better financials,...”
#CFC

@JacobsBen via @GiveMeSport",rafael le from the forward perspective is still on the radar and if there no deal signed with milan it will allow chelsea to move on that and naturally supply better financials cfc via ,0.3,0.45,positive,0.058,0.816,0.126,0.3818,185,34
152,"Manchester City are interested ...

#Mancity #ManchesterCity #EPL #premierleague, #livematch, #livestream, #skysports, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #...
https://t.co/4rQPhbe7YO",manchester city are interested mancity manchestercity epl premierleague livematch livestream skysports epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea ,0.25,0.5,positive,0.0,0.87,0.13,0.4019,190,19
153,"At Disabled Wet Rooms, we offer amazing Disabled Wet Rooms in Chelsea https://t.co/21VFp0qmUy We have assisted thousands in Greater London and are more than happy to help #wetrooms #Chelsea",at disabled wet rooms we offer amazing disabled wet rooms in chelsea we have assisted thousands in greater london and are more than happy to help wetrooms chelsea,0.225,0.5375000000000001,positive,0.0,0.649,0.351,0.9182,162,28
154,"&gt;&gt; #Chelsea and #Liverpool To Send #Zakaria and #Arthur Back To #Juventus in June. 👇👇

#SerieATIM #Juve #football #italy #SerieA 
https://t.co/b0AKHt0V25", gt gt chelsea and liverpool to send zakaria and arthur back to juventus in june serieatim juve football italy seriea ,0.0,0.0,positive,0.0,0.811,0.189,0.4939,118,20
155,"#Chelsea babes beat Real Madrid mamas 2-0 for dia Champions league game tonight.

Na Sophie Ingle and Erin Cuthbert score for us.

We dey form 🔥 

#CIP #UWCL #CFCW https://t.co/kg1WOkUJDO", chelsea babes beat real madrid mamas 2 0 for dia champions league game tonight na sophie ingle and erin cuthbert score for us we dey form cip uwcl cfcw ,-0.1,0.35000000000000003,positive,0.0,0.884,0.116,0.5267,153,29
156,"🔵🔵  There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/vAJbRXLlsN 🤝🔵  #Chelseafollowtrain  #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
157,"1x Spare - Man City (H) Matthew Harding Upper
Dm for info
#CFC #CFCTickets #chelsea
@FaceValueCFC
@facevalue_CFC
@ChelseaSpares2
@CFC_FV_Tickets
@UpTheChelsTicks
@CFCtickets1905 
@Chelsea_spares @SparesChelsea @SparesCFC",1x spare man city matthew harding upper dm for info cfc cfctickets chelsea cfc fv tickets spares ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,97,17
158,"“Rafael Leão from the forward perspective is still on the radar and if there’s no deal signed with Milan, it will allow #Chelsea to move on that and naturally supply better financials,...”
#CFC

@JacobsBen via @GiveMeSport", rafael le from the forward perspective is still on the radar and if there no deal signed with milan it will allow chelsea to move on that and naturally supply better financials cfc via ,0.3,0.45,positive,0.058,0.816,0.126,0.3818,186,34
159,"Liverpool will be keen to make ...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivesc...
https://t.co/hYI7PYwyYU",liverpool will be keen to make premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivesc ,0.0,0.0,positive,0.0,0.894,0.106,0.3612,185,22
160,"Some of Sergio Aguero’s teammates believ...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplres...
https://t.co/zP8iLeBPhq",some of sergio aguero teammates believ premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal eplres ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,201,21
161,#Casemiro or Kante? Who is the better player? https://t.co/bglpmAkido #brazil #chelsea, casemiro or kante who is the better player brazil chelsea,0.5,0.5,positive,0.0,0.756,0.244,0.4404,58,10
162,"Inter Milan and Juventus are both interested in signing #Chelsea outcast Christian Pulisic after the World Cup.

(@fichajesnet)",inter milan and juventus are both interested in signing chelsea outcast christian pulisic after the world cup ,0.125,0.25,positive,0.0,0.856,0.144,0.4019,110,17
163,Chelsea vs Real Madrid is on https://t.co/DHDRsZcExi. With commentary from Emma Jones (commentator). Co-commentator is Helen Ward.  For more details see https://t.co/5dhoNXmsgg #Chelsea #RealMadrid #atafootballcom,chelsea vs real madrid is on with commentary from emma jones commentator co commentator is helen ward for more details see chelsea realmadrid atafootballcom,0.35,0.4,neutral,0.0,1.0,0.0,0.0,156,24
164,"💙  There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/vAJbRXLlsN 🤝🔵  #Chelseafollowtrain  #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
165,"Ingleeeeee
#chelseavsrealmadrid
#Chelsea",ingleeeeee chelseavsrealmadrid chelsea,0.0,0.0,neutral,0.0,1.0,0.0,0.0,38,3
166,Come On #Chelsea https://t.co/WvgX6EvBOh,come on chelsea ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,16,3
167,"#gaysex #porn #bi #bisexual
#trans #nsfw #gayporn #transex
#oral #sex #bigcock #bigass
#phatass #butthole #anal #horny
#bigcockporn #hugecock #bbc 
#thot #freaky #leaks #exposed #teen #facial
#solo #pawg #blowjob
#chelsea #cumming #femboy #cumshot
🔞FULL👉https://t.co/4AG2wSE08A https://t.co/toYMKo4EF6", gaysex porn bi bisexual trans nsfw gayporn transex oral sex bigcock bigass phatass butthole anal horny bigcockporn hugecock bbc thot freaky leaks exposed teen facial solo pawg blowjob chelsea cumming femboy cumshot full ,0.11666666666666665,0.18333333333333335,negative,0.109,0.891,0.0,-0.4215,221,33
168,"Chelsea, Liverpool and Everton are all i...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #e...
https://t.co/JKcjzsYzsp",chelsea liverpool and everton are all premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,193,20
169,"1x Spare - City (H) Matthew Harding Upper
Dm for info
#CFC #CFCTickets #chelsea
 @FaceValueCFC
@facevalue_CFC
@ChelseaSpares2
@CFC_FV_Tickets
 @UpTheChelsTicks
 @CFCtickets1905
  @Chelsea_spares",1x spare city matthew harding upper dm for info cfc cfctickets chelsea cfc fv tickets spares,0.0,0.0,neutral,0.0,1.0,0.0,0.0,92,16
170,"Liverpo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #...
https://t.co/snaP0IAOWb",liverpo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,19
171,"Photo Clip String Lights 33FT 100 LED Fairy String Lights with 50 Clear Clips, 8 Modes USB Powered S VK9PCHH

https://t.co/0BnLmCDVKQ

#jordanretro #news #timefamily #mask #anime #chelsea #fight #pec #wheyprotein #transportation #hair #sponsored #advice #vino https://t.co/OlysQa9cft",photo clip string lights 33ft 100 led fairy string lights with 50 clear clips 8 modes usb powered vk9pchh jordanretro news timefamily mask anime chelsea fight pec wheyprotein transportation hair sponsored advice vino ,0.10000000000000002,0.3833333333333333,neutral,0.074,0.852,0.074,0.0,217,33
172,"Fenway S...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #plta...
https://t.co/HpxvUbgCh2",fenway premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla plta ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,181,19
173,"As All Hallows’ Eve approaches, we duti...

#Mancity #ManchesterCity #EPL #premierleague, #livematch, #livestream, #skysports, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #A...
https://t.co/YeTlDFwypO",as all hallows eve approaches we duti mancity manchestercity epl premierleague livematch livestream skysports epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,197,22
174,"Emmanuel Petit: ""If you add one of the biggest egos in football history in Cristiano Ronaldo… well, you’re going to have to say something to Pierre-Emerick Aubameyang as well, to other players. For me there is no chance Cristiano Ronaldo will join #Chelsea.""

(@compare_bet)",emmanuel petit if you add one of the biggest egos in football history in cristiano ronaldo well you re going to have to say something to pierre emerick aubameyang as well to other players for me there is no chance cristiano ronaldo will join chelsea bet ,-0.125,0.375,positive,0.043,0.795,0.163,0.6369,254,46
175,"Emmanuel Petit: ""For me, can Cristiano Ronaldo fix #Chelsea’s problems? I would say no. I think they have enough problems on the pitch and in the dressing room for Graham Potter to add more. I think this is new for him, big players, big egos.""

(@compare_bet)",emmanuel petit for me can cristiano ronaldo fix chelsea problems would say no think they have enough problems on the pitch and in the dressing room for graham potter to add more think this is new for him big players big egos bet ,0.12727272727272726,0.33090909090909093,negative,0.16,0.84,0.0,-0.765,229,43
176,🔵🔵  LETS MAKE IT EASIER FOR #CHELSEA FANS TO FIND EACH OTHER RT &amp; COMMENT   https://t.co/S2gXbEjH9b  #Chelsea  #Cfc, lets make it easier for chelsea fans to find each other rt amp comment chelsea cfc,-0.125,0.375,positive,0.0,0.843,0.157,0.4215,83,16
177,Published in 1838 .. 3 Volumes - The Chelsea Hospital and It’s Traditions.. Timed Auction 17-30 November at https://t.co/HgJZj7lqoy @shrewsmorris @YOLiverpool @BookshopMike @stjameslondon @LinghamsBooks @HeswallNubNews @ChelseaFC @lndnvintage @Londonantique @volumesbooks #Chelsea https://t.co/Ax0hewcX0g,published in 1838 3 volumes the chelsea hospital and it traditions timed auction 17 30 november at chelsea ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,107,18
178,"Another Day of learning 📝📝 

Great CPD held by @surreyfa for UEFA B coaches all about linking players to units, to teams! 

Great afternoon at @ChelseaFC training ground! 

#cpd #uefab #coaching #coachingbadges #coachinglife #learning #players #football #chelsea #chelseafc https://t.co/zxJ4K1tmnG",another day of learning great cpd held by for uefa coaches all about linking players to units to teams great afternoon at training ground cpd uefab coaching coachingbadges coachinglife learning players football chelsea chelseafc ,0.8,0.75,positive,0.0,0.796,0.204,0.8481,229,34
179,"Emmanuel Petit: ""So #Chelsea is still an attractive club for players. They’re suffering from their bad transfer window. They rushed things when players that they targeted weren’t available to them anymore. It was all very confused.""

(@compare_bet)",emmanuel petit so chelsea is still an attractive club for players they re suffering from their bad transfer window they rushed things when players that they targeted weren available to them anymore it was all very confused bet ,-0.004999999999999949,0.7441666666666666,negative,0.199,0.738,0.063,-0.7425,227,38
